Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,
INFC4101,FCN 400 1 TAB 1 TAB,PCS,1095,0,0,0,0,8.9500,"9,800.25",33.89,8.95,8.95,INTAS,,IP106149,
INFC2T01,FCN-150 2 TAB (Combo) 2'S,PCS,850,0,0,0,0,7.9500,"6,757.50",25.76,7.95,8.20,INTAS,,IP106131,
INFCT101,FCN-150 TAB 1'S,PCS,250,0,0,0,0,0.0000,0.00,25.32,0.00,0.00,INTAS,,IP106131,
ARFEIS01,FE-ROCE INJ.(IRON SUC)10ML 10ML,PCS,700,0,0,0,0,20.0000,"14,000.00",431.25,20.00,25.00,ARCO (INJ),,IROAR,
ARFEIS02,FE-ROCE INJ.(IRON SUC.)5ML 5 ML,PCS,5693,0,0,0,0,11.5000,"65,469.50",225.00,11.50,13.50,ARCO (INJ),,IP107390,
DEFET101,FE-Z TAB 10 TAB,FEDE,0,0,0,0,0,4.5000,0.00,53.44,4.50,6.00,DELLWICH,,IP113155,
ELFE4T01,FEBUT 40 TABS 10's,PCS,1730,0,0,9,1,11.7450,"20,318.85",210.94,14.50,14.50,ELDER,,IP106014,
ELFE8T01,FEBUT 80 TABS 10's,PCS,0,0,0,20,1,15.4286,0.00,277.08,18.00,18.00,ELDER,,IP106016,
CAFE4101,FEBUTHAL 40 10's,PCS,960,0,0,0,0,12.2500,"11,760.00",130.19,12.25,14.70,CADILA,,IP106014,
CAFE8101,FEBUTHAL 80 10's,PCS,1515,0,0,0,0,20.0500,"30,375.75",218.63,20.05,24.00,CADILA,,IP106016,
THFE4T01,FEBUXOGEN 40 TAB 10's,PCS,3430,0,0,0,0,10.5000,"36,015.00",107.81,10.50,12.50,THEOGEN,,IP106014,
THFET101,FEBUXOGEN-80 TAB 10'S,PCS,850,0,0,0,0,16.0000,"13,600.00",195.94,16.00,18.40,THEOGEN,,IP106016,
MIAT2219,FEBUXOKEM - 40 TABLETS (10'S) 10'S,PCS,520,0,0,0,0,11.9600,"6,219.20",128.40,13.00,13.00,ALKEM(MAX),,,
MIAT2231,FEBUXOKEM - 80 TABLETS (10'S) 10'S,PCS,30,0,0,0,0,18.4000,552.00,168.75,20.00,20.00,ALKEM(MAX),,,
ROFEBP01,FEEDING BAG PCS,PCS,70,0,0,0,0,102.1780,"7,152.46",786.00,103.21,120.00,ROMSONS,,GS-4028,
ROFEF001,FEEDY FG 05 PCS,PCS,460,0,0,0,0,5.9202,"2,723.29",68.00,5.98,6.90,ROMSONS,,,
ROFEF002,FEEDY FG 06 PCS,PCS,260,0,0,0,0,5.9202,"1,539.25",68.00,5.98,6.90,ROMSONS,,GS-4038,
ROFEF003,FEEDY FG 07 PCS,PCS,928,0,0,0,0,5.9441,"5,516.12",63.75,5.98,6.90,ROMSONS,,,
ROFEF004,FEEDY FG 08 PCS,PCS,-24,0,0,0,0,5.9441,-142.66,63.75,5.98,6.90,ROMSONS,,GS-4038,
ROFEF005,FEEDY FG 09 PCS,PCS,124,0,0,0,0,5.9441,737.07,63.75,5.98,6.90,ROMSONS,,,
ROFEF101,FEEDY FG 10 PCS,PCS,460,0,0,0,0,5.9202,"2,723.29",68.00,5.98,6.90,ROMSONS,,,
MEFET101,FENOFLY-200 TAB 10'S,PCS,0,0,0,0,0,13.2000,0.00,206.25,13.20,16.00,MEGMA,,,
MAFEE201,FENOTIN-MB 2ml,PCS,800,0,0,0,0,2.5365,"2,029.20",12.50,2.67,3.10,MARTIN,,IP110559,
ALFES201,FERCEE SYRUP (200ML) 200ml,PCS,679,0,0,0,0,22.0800,"14,992.32",123.75,24.00,24.00,ALKEM(HC),,IP107376,
SEFEX101,FERFO XT 10's,PCS,0,0,0,0,0,10.0000,0.00,220.00,10.00,12.50,SERWINA(NEW),,,
ELFEI501,FERIC INJ 5 ml,PCS,93,0,0,0,0,19.8000,"1,841.40",300.00,22.00,22.00,ELDER,,IP107385,
ELFEXS01,FERIC XT SYP/FERIM XT SYP 200 ML,PCS,1741,0,0,25,1,19.9038,"34,652.52",229.68,23.00,23.00,ELDER,,,
ELFEXT01,FERIC XT TABS 10's,PCS,8935,0,0,9566,434,13.3446,"119,234.00",220.31,15.50,15.50,ELDER,,IP106083,
ZZZZZ11825,FERICARB FCM VIAL 10ML,PCS,2940,0,0,0,0,112.5000,"330,750.00","4,200.00",125.00,135.00,ELDER,,,
PAFET101,FERICARE-XT TABLETS 10'S,PCS,0,0,0,0,0,10.5000,0.00,173.44,10.50,12.50,PARK,,IP106083,
PRFE5V01,FERIPENAM(FCM) 500MG Vial+WFI,PCS,144,0,0,0,0,115.1500,"16,581.60","3,348.75",122.50,140.00,PROTECH,,IP106068,
INFE1T01,FERITAS 10 TAB        (H) 10's,PCS,5730,0,0,0,0,13.0000,"74,490.00",72.19,13.00,13.75,INTAS,,,
INFEI501,FERITAS INJ 5 ML (GENERIC) 5 ML,PCS,483,0,0,0,0,25.7400,"12,432.42",306.61,25.74,28.60,INTAS,,IP107371,
OSFEI101,FEROCAR INJ.10ML 10ML,PCS,0,0,0,0,0,85.0000,0.00,"3,515.63",85.00,110.00,OSCAR,,FEROS,
ARFEIS03,FEROCE INJ (IRON SUCROSE) 2.5 ML,PCS,500,0,0,0,0,6.5000,"3,250.00",112.50,6.50,14.00,ARCO (INJ),,IP107390,
ALFEI501,FEROFAST INJ (5ML) 5ML,PCS,4858,0,0,0,0,24.4720,"118,884.98",306.63,26.60,26.60,ALKEM(HC),,IP107385,
THFET601,FEROFER-200 TABLET 6'S,PCS,810,0,0,0,0,136.0000,"110,160.00",585.94,136.00,145.00,THEOGEN,,IP106003,
THFET602,FEROFER-300 TABLET 6'S,PCS,1060,0,0,0,0,235.0000,"249,100.00",909.38,23.50,270.00,THEOGEN,,IP106005,
OSFET101,FEROSURE-300 TAB 10x6 TAB,TAB,0,0,0,0,0,"2,100.0000",0.00,"10,125.00","2,100.00","2,520.00",OSCAR,,,
KEFEXT01,FERRIFINE XT TABLET 10's,PCS,350,0,0,0,0,17.5900,"6,156.50",196.88,17.59,17.59,KEMSYN,,IP106073,
INFET101,FERROGEN -XT TOTAL 10 TAB 10's,PCS,-101,0,0,0,0,335.0000,"-33,835.00","1,743.75",335.00,33.50,INTAS,,IP106071,
INFEX101,FERROGEN XT 10 TAB 10's,PCS,2622,0,0,0,0,23.9500,"62,796.90",152.34,23.95,23.95,INTAS,,IP106071,
INFE1T02,FERROGEN-Z 10 TAB 10's,PCS,874,0,0,0,0,5.6000,"4,894.40",21.09,5.60,5.60,INTAS,,,
JAFETL01,FERROUS+FOLIC TAB LAR(60MG+0.5 100X10,PCS,0,0,0,0,0,250.0000,0.00,0.00,250.00,320.00,JACKSON,,IP106083,
JAFET201,FERROUS+FOLIC TAB(45MG+500MG) 20X50,PCS,0,0,0,0,0,250.0000,0.00,0.00,250.00,0.00,JACKSON,,FERJA,
ARFESW01,FERRROUS SULPH WITH FOLIC ACID 100's,PCS,0,0,0,0,0,1.7955,0.00,37.50,1.89,1.96,ARYA,,,
ARFESW02,FERRROUS SULPH WITH FOLIC ACID 50X100,PCS,5,0,0,0,0,89.7749,448.87,131.25,94.50,98.00,ARYA,,,
THFEFI01,FERYSCO FORTE INJ 5 ML,PCS,2045,0,0,0,0,20.0000,"40,900.00",244.69,20.00,22.80,THEOGEN,,IP105660,
THFEE101,FERYSCO-XT 10's,PCS,1270,0,0,0,0,13.2500,"16,827.50",185.63,13.25,15.75,THEOGEN,,IP106072,
THFES101,FERYSCO-XT SYP 150 ML,PCS,117,0,0,0,0,19.2000,"2,246.40",112.50,19.20,22.50,THEOGEN,,IP106079,
509647,FESIFOL RED 300ML SYRUP 300ML,PCS,264,0,0,0,0,40.4800,"10,686.72",165.00,44.00,44.00,CURETECH,,,
ALFE1T01,FEXBREEZ 120 TABLETS (10'S) 10's,PCS,285,0,0,141,259,22.0808,"6,293.03",154.69,104.75,24.00,ALKEM(HC),,IP106089,
ALFE1T02,FEXBREEZ 180 TABLETS (10'S) 10's,PCS,-40,0,0,0,0,32.7500,"-1,310.00",214.00,32.75,32.75,ALKEM(HC),,IP106091,
ALFET101,FEXBREEZ-MONT TAB (10'S) 10'S,PCS,60,0,0,27,33,39.1002,"2,346.01",215.60,145.30,42.50,ALKEM(HC),,IP109142,
ELFE1T01,FEXEGRA 120 TABS 10's,PCS,0,0,0,9,1,14.9850,0.00,120.94,18.50,18.50,ELDER,,IP106090,
ELFE1T02,FEXEGRA 180MG TAB 10's,PCS,820,0,0,0,0,21.4000,"17,548.00",185.63,21.40,25.00,ELDER,,IP106091,
ELFEMT01,FEXEGRA M TABS 10's,PCS,-210,0,0,0,0,21.0000,"-4,410.00",210.94,21.00,24.50,ELDER,,IP109142,
ZYFEO201,FEXIM O 200MG DT TAB 10'S,PCS,13177,0,0,0,0,29.0000,"382,133.00",104.34,29.00,32.00,ZYDUS,,IP102755,
ZYFE1D01,Fexim-O 100 DS GlassBottle+WFI 30ML,PCS,4975,0,0,0,0,23.0000,"114,425.00",74.96,23.00,27.60,ZYDUS,,IP102710,
ZYFE5D01,Fexim-O 50 DS Glass Bottle+WFI 30ML,PCS,1721,0,0,0,0,18.0000,"30,978.00",51.03,18.00,21.00,ZYDUS,,IP102848,
ZYFEDS01,Fexim-O DRY SYRUP 30 ML,PCS,3700,0,0,0,0,12.0000,"44,400.00",51.03,12.00,14.00,ZYDUS,,IP102874,
CAFE1T01,FEXOCAD 120MG TAB 10's,PCS,0,0,0,0,0,17.7400,0.00,212.81,17.74,21.50,CADILA,,IP106090,
CAFE1T02,FEXOCAD 180MG TAB 10's,PCS,110,0,0,0,0,23.0000,"2,530.00",245.63,23.00,27.50,CADILA,,IP106091,
CAFEMT01,FEXOCAD M TAB 10X10 T 10's,PCS,1420,0,0,0,0,29.3300,"41,648.60",253.03,29.33,35.50,CADILA,,IP109142,
ABFEMT01,FEXOKNOB - M TAB 10 TAB,PCS,0,0,0,0,0,29.0000,0.00,249.17,29.00,29.50,ABBOTT,ACME,IP109142,
CAFII501,FIBROBAN INJ 5 MG 100 ML,PCS,1,0,0,0,0,670.0000,670.00,"7,889.06",670.00,750.00,CADILA(VOLTA),,IP112556,
EMFIPT01,FICO P TABLET 10'S,PCS,0,0,0,0,0,7.1100,0.00,78.75,7.90,7.90,EMCURE,,,
THFIC101,FILFOL-Z CAPS 15'S,PCS,220,0,0,0,0,8.2500,"1,815.00",115.31,8.25,9.50,THEOGEN,,IP107375,
DMFIT101,FINAWORTH-5 TAB 10'S,PCS,0,0,0,0,0,14.2000,0.00,0.00,14.20,17.00,DR MOREPEN,,,
CUFI1M01,FINOKEP 1 MG TAB 10 S 30'S,PCS,0,0,0,0,0,26.6800,0.00,253.12,29.00,29.00,CURETECH,,,
DEFI1T01,FIRADEL-250 10 TAB,PCS,0,0,0,0,0,9.0000,0.00,45.00,9.00,11.88,DELLWICH,,IP105294,
DEFIT101,FIRADEL-500 TAB 10 TAB,PCS,0,0,0,0,0,18.0000,0.00,84.38,18.00,23.80,DELLWICH,,IP105295,
509648,FIRSTEST PREGA 1,PCS,110,0,0,0,0,0.0000,0.00,56.25,0.00,8.85,CURETECH,,,
EMFICC01,FIXCOF COFGELS CAPSULES 10's,PCS,-16.15,0,0,0,0,10.7463,-173.55,85.83,12.50,12.50,EMCURE,,,
EMCU0044,FIXCOF COFGELS CAPSULES 10's,PCS,0,0,0,0,0,10.7463,0.00,85.83,12.50,12.50,EMCURE,,,
EMFIS101,FIXCOF-DX SYRUP 100 ML,PCS,50,0,0,0,0,15.9750,798.75,135.33,17.75,17.75,EMCURE,,,
EMFIS102,FIXCOF-LA SYRUP 100 ML,PCS,126,0,0,0,0,22.2500,"2,803.50",95.67,22.25,22.25,EMCURE,,,
EMFIJS01,FIXCOF-LS JUNIOR SYRUP 100 ML,PCS,14,0,0,0,0,26.1600,366.24,134.67,27.25,27.25,EMCURE,,,
EMFIJS02,FIXCOF-LS JUNIOR SYRUP 60 ML,PCS,0,0,0,0,0,10.4998,0.00,73.55,16.75,16.75,EMCURE,,,
IMFIWA01,FIXOFIX WIDE AREA FIXING ROLL 1X10CM X10M,PCS,19,0,0,0,0,286.2000,"5,437.80",867.19,286.20,330.00,IMPERIAL MEDCARE,,,
A00570,FIZZ-OFF GAS EFFERVESCENT TAB 2'S,PCS,375,0,0,0,0,7.5900,"2,846.25",22.50,8.25,8.25,CURETECH,,,
ABFLOS01,FLAGYL - OF SUSPN 60ML,PCS,0,0,0,0,0,20.0000,0.00,53.35,20.00,20.00,ABBOTT,,,
ABFLI101,FLAGYL IV 100 ML 100 ML,PCS,-7143,0,0,0,0,10.3500,"-73,930.05",22.05,11.50,11.75,ABBOTT,R K LABS/ ABARI,IP108972,
ELFLM301,FLAVEDER MR 35 TABS 10'S,PCS,120,0,0,9,1,14.9850,"1,798.20",227.62,18.50,18.50,ELDER,,IP112786,
ELFL2T01,FLAVOXSPAS 200 TABS 15's,PCS,20,0,0,0,0,31.4357,628.71,362.81,0.00,40.75,ELDER,,IP106115,
ROFLM201,FLEXI MASK (ADULT) 2 MTR PCS,PCS,260,0,0,0,0,28.5378,"7,419.83",338.44,28.71,33.00,ROMSONS,,SH-2401,
ROFLM202,FLEXI MASK (CHILD) 2 MTR PCS,PCS,160,0,0,0,0,28.5378,"4,566.05",310.31,28.71,33.00,ROMSONS,,SH-2401,
421112565,FLIMENTA 10MG 10 TAB,PCS,0,0,0,0,0,0.0000,0.00,0.00,0.00,0.00,ELIKEM,,FLIEL,
ALFLI501,FLOCHEK INJ (5ML) 5ml,PCS,8359,0,0,0,0,13.3400,"111,509.06",71.98,14.50,14.50,ALKEM(HC),,IP112687,
INFLT301,"FLOTAS TAB 30,S",PCS,100,0,0,0,0,0.0000,0.00,47.57,0.00,0.00,INTAS,,,
AKFL5T01,FLOXICORE 500 TAB (BL) 10's,PCS,0,0,0,0,0,20.7500,0.00,42.02,20.75,20.75,AKUMENTIS,,,
AKFLI102,FLOXICORE IV 100ML 100 ML,PCS,0,0,0,0,0,12.3000,0.00,21.00,12.30,12.10,AKUMENTIS,,,
AKFLI101,FLOXICORE IV 100ML. 100 ML,PCS,1022,0,0,0,0,10.3000,"10,526.60",21.00,10.30,12.50,AKUMENTIS,,,
2040000296,FLOXIP 250MG TABLETS 30X10 TAB,PCS,4,0,0,0,0,311.0400,"1,244.16",689.63,324.00,307.50,ADIZ,,,
ABFL5T01,FLOXIP 500MG TABLETS 10's,PCS,60,0,0,0,0,17.7800,"1,066.80",44.61,17.78,19.50,ABBOTT,,,
2040000297,FLOXIP 500MG TABLETS 30X10,PCS,11,0,0,0,0,542.8800,"5,971.68","1,335.38",565.50,540.00,ADIZ,,,
ABFLI102,FLOXIP IV 100 ML,PCS,5384,0,0,0,0,12.7500,"68,646.00",113.44,12.75,13.95,ABBOTT,,IP103901,
AKFLI103,FLOXO IV 100ML 100 ML,PCS,1840,0,0,0,0,14.9500,"27,508.00",124.78,14.95,14.95,AKUMENTIS,,,
AKFLT101,FLOXO TAB (ALU) 10's,PCS,700,0,0,0,0,10.8000,"7,560.00",62.04,10.80,13.00,AKUMENTIS,,,
AKFLTP01,FLOXO TAB (BL) (YELLOW PVC) 10's,PCS,100,0,0,0,0,7.6500,765.00,62.04,7.65,9.20,AKUMENTIS,,,
AKFL3301,FLOXO-M 30ML 30ML,PCS,820,0,0,0,0,10.0000,"8,200.00",85.08,10.00,12.60,AKUMENTIS,,,
AKFLT102,FLOXO-OZ TAB (BL) 10's,PCS,0,0,0,0,0,10.5000,0.00,133.03,10.50,12.00,AKUMENTIS,,,
DEFL4M01,FLT 40 MG TAB (FLUXETINE) 10 TABS,PCS,240,0,0,0,0,11.5000,"2,760.00",58.36,11.50,15.18,DELLWICH,,IP106207,
DEFL1T01,FLT-10* 10 TAB,PCS,80,0,0,0,0,4.4600,356.80,29.16,4.46,6.07,DELLWICH,,IP106201,
DEFLT101,FLT-20 TAB* 10 TAB,PCS,0,0,0,0,0,4.7500,0.00,43.50,4.75,6.27,DELLWICH,,IP106202,
DEFL1T02,FLT-20-Cap * 10 TAB,PCS,0,0,0,0,0,9.0000,0.00,41.81,9.00,11.88,DELLWICH,,IP106202,
DEFL1T03,FLT-40 * 10 TAB,PCS,-200,0,0,0,0,11.5000,"-2,300.00",58.36,11.50,15.18,DELLWICH,,IP106207,
DEFL1T04,FLT-60-Cap * 10 TAB,PCS,0,0,0,0,0,13.0000,0.00,116.53,13.00,17.16,DELLWICH,,IP106208,
DEFL1T05,FLT-PLUS 10 TAB,PCS,0,0,0,0,0,9.0000,0.00,60.94,9.00,12.00,DELLWICH,,IP100358,
GLFLCD01,FLUCHAMP COLD DS Suspension-60 60 ML,PCS,0,0,0,19,1,14.2500,0.00,92.81,15.00,15.00,GLENMARK,,IP103612,
ZZZZZ11513,FLUCHAMP COLD DS Suspension-60 60 ML,PCS,0,0,0,19,1,14.2500,0.00,92.81,15.00,15.00,GLENMARK,,IP103612,
ALFLDS01,FLUCOCIDE DS SUSPENSION (60ML) 60 ML,PCS,127,0,0,0,0,18.4000,"2,336.80",86.25,20.00,20.00,ALKEM(HC),,IP110155,
CUFL1T01,FLUCSE 150 TAB 50X10,PCS,0,0,0,0,0,790.0000,0.00,0.00,790.00,950.00,CURE,,,
A00562,FLUDOC-150 TAB 1 TAB,PCS,4980,0,0,0,0,2.6300,"13,097.40",12.66,2.63,3.20,DR MOREPEN,,,
AKFLT103,FLUITCH-150 TAB (BL) 1's,PCS,200,0,0,0,0,3.6000,720.00,12.67,3.60,4.40,AKUMENTIS,,,
ELFL1T01,FLUNZIN 10 TABS 10'S,PCS,260,0,0,9,1,10.3275,"2,685.15",98.44,12.75,12.75,ELDER,,IP106164,
ELFL5T01,FLUNZIN 5 TABS 10's,PCS,2760,0,0,9,1,7.0875,"19,561.50",89.06,8.75,8.75,ELDER,,IP106165,
JAFL2T01,FLUOXETINE 20MG TAB 10X10,PCS,0,0,0,0,0,40.0000,0.00,0.00,40.00,47.50,JACKSON,,IP106202,
ARFL2101,FLUPHENAZINE 25MG(FLUPHENARC) 1 ML,PCS,100,0,0,0,0,9.0000,900.00,58.02,9.00,11.00,ARCO (INJ),,IP106229,
JAFLI101,FLUPHENAZINE INJ 1 ML,PCS,2700,0,0,0,0,14.0000,"37,800.00",52.66,14.00,18.00,JACKSON,,IP106231,
ZZZZZ11760,FLUSID-B CREAM 10GM,PCS,0,0,0,0,0,12.1260,0.00,146.95,12.90,15.50,SKYMAP (INTAS),,FLUSKYM,
ELFLNS01,FLUTIMIST NASAL SPRAY 10ML,PCS,160,0,0,20,1,42.0000,"6,720.00",438.44,49.00,49.00,ELDER,,,
DEFL1T06,FLUVAMIN-100 15 TAB,PCS,1,0,0,0,0,60.0000,60.00,271.88,60.00,79.20,DELLWICH,,IP106297,
DEFLT102,FLUVAMIN-100 TAB 10 T,PCS,1,0,0,0,0,60.0000,60.00,271.88,60.00,80.00,DELLWICH,,IP106297,
DEFL1T07,FLUVAMIN-50 10 TAB,PCS,0,0,0,0,0,46.9300,0.00,164.06,46.93,61.95,DELLWICH,,IP106301,
DEFL1T08,FLUXYDEL-5 10 TAB,PCS,-1680,0,0,0,0,5.0000,"-8,400.00",28.13,5.00,6.60,DELLWICH,,IP112774,
DEFL1T09,FLUXYDEL-H 10 TAB,PCS,20,0,0,0,0,4.2000,84.00,21.56,4.20,5.54,DELLWICH,,IP112772,
DEFL1T10,FLUXYDEL-P-1 10 TAB,PCS,0,0,0,0,0,3.4400,0.00,15.47,3.44,4.54,DELLWICH,,IP112770,
DEFL1T11,FLUXYDEL-P-5 10 TAB,PCS,0,0,0,0,0,3.9000,0.00,25.78,3.90,5.68,DELLWICH,,IP112773,
DEFLMT01,FLYTRAX M TAB 10 TAB,PCS,1,0,0,0,0,11.0000,11.00,154.69,11.00,14.52,DELLWICH,,IP106215,
DEFLL101,FLYZOX * 1ML,PCS,1140,0,0,0,0,10.5000,"11,970.00",59.02,10.50,14.00,DELLWICH,,IP106229,
CAFO5301,FOLDIVIT  5MG 30's,PCS,1680,0,0,0,0,6.2000,"10,416.00",32.03,6.20,7.50,CADILA,,IP106311,
ROFOTP01,FOLEY TRAC (12) PCS,PCS,500,0,0,0,0,22.1414,"11,070.70",195.00,22.50,26.00,ROMSONS,,GS-1026,
ROFOTP02,FOLEY TRAC (14) PCS,PCS,600,0,0,0,0,22.3650,"13,419.00",195.00,22.50,26.00,ROMSONS,,GS-1026,
ROFOTP03,FOLEY TRAC (16) PCS,PCS,500,0,0,0,0,22.1414,"11,070.70",178.13,22.50,26.00,ROMSONS,,GS-1026,
ROFOTP04,FOLEY TRAC (18) PCS,PCS,450,0,0,0,0,22.1414,"9,963.63",178.13,22.50,26.00,ROMSONS,,GS-1026,
ABFLOS07,FOLEY TRAC (22) PCS,PCS,50,0,0,0,0,22.5000,"1,125.00",195.00,22.50,26.00,ROMSONS,,,
ROFOTP05,FOLEY TRAC PAED FG-06 PCS,PCS,0,0,0,0,0,46.2806,0.00,277.50,46.56,54.00,ROMSONS,,,
ROFOTP06,FOLEY TRAC PAED FG-08 PCS,PCS,150,0,0,0,0,46.2807,"6,942.11",277.50,46.56,54.00,ROMSONS,,GS-1022,
INFO1C01,FOLFEE-Z 10 CAP 10'S,PCS,80,0,0,0,0,3.0000,240.00,32.81,3.00,8.65,INTAS,,,
ZEFOS501,FOLIRON SYRUP 50ML 50ML,PCS,0,0,0,0,0,0.0000,0.00,0.00,5.50,0.00,ZENITH,,FOLZE,
INFO3T01,FOLITAS 30 TAB 30's,PCS,2363,0,0,0,0,8.7900,"20,770.77",48.51,8.79,9.25,INTAS,,IP106311,
ELFO5T01,FOLIZEN 5MG TAB (MONO) 30's,PCS,779,0,0,9,1,6.2127,"4,839.69",47.53,7.67,7.67,ELDER,,IP106165,
ELFOT301,FOLIZEN TABS (INST) 30's,PCS,6900,0,0,19,1,5.5575,"38,346.75",47.53,6.50,6.50,ELDER,,IP106165,
CASTPS19,FOLVIT TAB 50x10 TAB,PCS,65,0,0,0,0,63.0000,"4,095.00",0.00,63.00,75.75,DANISH,,FOLVTARUN,
MIAT2239,FOLY-ACT TAB (BL) 10'S,PCS,0,0,0,0,0,2.1600,0.00,16.16,2.16,2.60,DR MOREPEN,,,
ELFOHC01,FOOT HEAL CREAM 30GM,PCS,3,0,0,0,0,13.0500,39.15,126.56,14.50,16.00,ELDER,,,
CUFOC201,FOOTCURE 20 GM,PCS,19,0,0,0,0,18.1240,344.36,72.18,19.70,19.70,CURETECH,,,
CUFO2J01,FOOTCURE 25G JAR 25GM 25GM,PCS,1,0,0,0,0,13.3400,13.34,60.94,14.50,15.23,CURETECH,,,
A00543,FORDOMET SR 850 10'TAB,PCS,0,0,0,0,0,7.2500,0.00,37.50,7.25,8.75,KASDAP,,,
ELFOR201,FORMABUD RESPOULES (20MCG/0.5 2ml,PCS,1600,0,0,0,0,6.3900,"10,224.00",60.94,7.10,7.10,ELDER,,IP106329,
SVFOL501,FORMALIN L.R 5 LTR,Pcs.,-56,0,0,0,0,92.1500,"-5,160.40",450.00,95.00,140.00,SVAS,,,
SVFOL502,FORMALIN L.R 500ML,PCS,0,0,0,0,0,23.2800,0.00,100.00,24.00,31.75,SVAS,,,
SVFOL401,FORMALIN LIQ 450 ML,Pcs.,-417,0,0,0,0,13.5800,"-5,662.86",81.00,14.00,22.00,SVAS,,,
AMFO5501,FORMALINE 5LTR 5 LTR,PCS,250,0,0,0,0,100.0000,"25,000.00",0.00,100.00,130.00,AMAR,,,
ELFO1101,FORMIC 1GM 1 GM,PCS,96161,0,0,0,0,13.5000,"1,298,173.50",66.63,15.00,15.00,ELDER,,IP103069,
ELFO2201,FORMIC 2GM 2 GM,PCS,-593,0,0,0,0,28.8000,"-17,078.40",144.94,32.00,32.00,ELDER,,IP103089,
ELFOCT01,FORMIC CV TABS 10's,PCS,860,0,0,19,1,76.9500,"66,177.00",450.00,90.00,90.00,ELDER,,IP102769,
ELFOOD01,FORMIC O D/S (WFI) 30 ML,PCS,973,0,0,23,1,16.3875,"15,945.04",51.34,19.00,19.00,ELDER,,IP102850,
ELFOOX01,FORMIC O XL TABS (200/100MG) 10's,PCS,10,0,0,96,5,44.3106,443.11,393.75,52.00,52.00,ELDER,,IP102815,
ELFOSI01,FORMIC SB INJ 1 VIAL,PCS,6623,0,0,0,0,19.8000,"131,135.40",315.00,22.00,23.00,ELDER,,IP103112,
ELFOXS01,FORMIC XL SUSPN + WFI (50/50MG 30ml,PCS,0,0,0,0,0,21.6000,0.00,154.69,24.00,25.00,ELDER,,IP102874,
SAFR1101,FRENIN 1ML(PHENYLEPHRINE) 1ML,PCS,24,0,0,0,0,145.0000,"3,480.00",287.27,145.00,175.00,SAMARTH,,IP110464,
AKFRAT01,FREZCOLD ADVANCE TAB 30X2X10 10'S,PCS,1620,0,0,0,0,5.8300,"9,444.60",62.39,5.83,9.10,AKUMENTIS,,,
AKFRC101,FREZCOLD CAP (BL) 10'S,PCS,950,0,0,0,0,9.3000,"8,835.00",56.72,9.30,11.80,AKUMENTIS,,,
AKFRC102,FREZCOLD CR 100ML 100 ML,PCS,0,0,0,0,0,17.5000,0.00,97.97,17.50,17.50,AKUMENTIS,,,
AKFRS101,FREZCOLD-AM SYRUP 100 ML 100ML,PCS,615,0,0,0,0,17.0000,"10,455.00",102.09,17.00,20.50,AKUMENTIS,,,
AKFRS601,FREZCOLD-AM SYRUP 60 ML 60 ML,PCS,174,0,0,0,0,15.0000,"2,610.00",61.88,15.00,15.70,AKUMENTIS,,,
AKFRS102,FREZCOLD-LS SYRUP 100ML 100 ML,PCS,0,0,0,0,0,17.5000,0.00,107.77,17.50,21.00,AKUMENTIS,,,
AKFRS602,FREZCOLD-LS SYRUP 60ML 60ML,PCS,90,0,0,0,0,13.0000,"1,170.00",61.88,13.00,15.60,AKUMENTIS,,,
PRFR1V01,FRUPRO 1.5 (CEFUROXIME) Vial+WFI,PCS,5910,0,0,0,0,32.9000,"194,439.00",355.70,35.00,40.00,PROTECH,,IP103138,
PRFR7V01,FRUPRO 750MG (CEFUOXIME) VIAL,PCS,2765,0,0,0,0,22.5600,"62,378.40",328.13,24.00,27.00,PROTECH,,IP103163,
DMFRT501,FRUSEMIDE (LASIPEN-40) TAB 50X10 TAB,PCS,-1,0,0,0,0,205.0000,-205.00,435.47,205.00,250.00,DR MOREPEN,,,
JAFR4M01,FRUSEMIDE 40 MG TAB 10X10 TAB,PCS,0,0,0,0,0,35.0000,0.00,0.00,35.00,45.00,JACKSON,,IP106414,
MAFRI201,FRUSEMIDE INJ (FRNSIX) 2 ML,PCS,961,0,0,0,0,1.9688,"1,892.02",6.27,2.14,2.50,MARTIN,,IP106406,
MAFRI501,FRUSEMIDE INJ (FRNSIX) 50X2 ML,PCS,312,0,120,0,0,101.6500,"31,714.80",313.59,107.00,125.00,MARTIN,,IP106406,
HIFRI501,FRUSEMIDE INJ 50X2 ML,PCS,98,0,0,0,0,85.0000,"8,330.00",261.56,85.00,110.00,HINDUSTAN,,IP106406,
JAFRT401,FRUSESIDE TAB 40MG 10X10,PCS,0,0,0,0,0,35.0000,0.00,0.00,35.00,45.00,JACKSON,,IP106414,
ELFRI201,FRUSIX INJ 2ML,PCS,-50,0,0,0,0,1.7100,-85.50,6.26,1.90,2.10,ELDER,,IP106413,
PRFR1A01,FRUSPRO 10MG (FRUSEMIDE) AMP,PCS,20980,0,0,0,0,1.8800,"39,442.40",6.19,2.00,2.80,PROTECH,,IP106406,
ZZZZZ11794,FRUTFUL 200ML 200 ML,PCS,72,0,0,0,0,20.2500,"1,458.00",141.80,20.25,24.50,AKUMENTIS,,,
